ligand,receptor,cell_from_logFC,cell_from_q.value,cell_from,cell_to_logFC,cell_to_q.value,cell_to,comm_type
S100A9,TLR4,-0.37890248,1,Aveolar cells,-0.331521847,9.33E-36,Prolif.T,other
SCGB3A1,MARCO,3.982757954,1,Aveolar cells,-2.692522419,3.11E-131,Prolif.T,other
SCGB3A2,MARCO,0.427596248,1,Aveolar cells,-2.692522419,3.11E-131,Prolif.T,other
SELPLG,ITGAM,-0.884718383,1.76E-07,Aveolar cells,-0.135561651,4.68E-10,Prolif.T,other
SELPLG,ITGB2,-0.884718383,1.76E-07,Aveolar cells,-0.175644166,1,Prolif.T,other
SELPLG,SELL,-0.884718383,1.76E-07,Aveolar cells,1.574796885,1.19E-27,Prolif.T,other
SEMA3B,NRP1,0.459328576,1,Aveolar cells,-0.290181771,5.76E-36,Prolif.T,other
SEMA3B,NRP2,0.459328576,1,Aveolar cells,-0.315717053,2.50E-18,Prolif.T,other
SEMA4D,PLXNB2,-0.183790054,1,Aveolar cells,-0.24004016,5.31E-19,Prolif.T,other
SERPINA1,LRP1,-0.968702197,1,Aveolar cells,-1.072248985,4.88E-99,Prolif.T,other
SERPING1,LRP1,-1.442661963,0.03758078,Aveolar cells,-1.072248985,4.88E-99,Prolif.T,other
SFTPD,LY96,0.77088216,1,Aveolar cells,-0.436362352,7.78E-27,Prolif.T,other
SFTPD,TLR4,0.77088216,1,Aveolar cells,-0.331521847,9.33E-36,Prolif.T,other
TFPI,LRP1,0.529522967,1,Aveolar cells,-1.072248985,4.88E-99,Prolif.T,other
TGFB1,ACVRL1,-0.968884635,0.011686556,Aveolar cells,-0.325126596,1.25E-48,Prolif.T,other
TGFB1,ENG,-0.968884635,0.011686556,Aveolar cells,-0.435802415,2.70E-17,Prolif.T,other
TGFB1,ITGB8,-0.968884635,0.011686556,Aveolar cells,-0.209066483,8.88E-31,Prolif.T,other
TGFB1,SDC2,-0.968884635,0.011686556,Aveolar cells,-0.268916564,3.48E-13,Prolif.T,other
TGS1,RXRA,0.371572056,1,Aveolar cells,-0.320066249,1.28E-26,Prolif.T,other
TIMP1,CD63,-0.239920655,1,Aveolar cells,-1.165868542,1.59E-28,Prolif.T,other
TIMP2,ITGB1,-0.603622797,0.007111547,Aveolar cells,-0.225799727,1,Prolif.T,other
TNC,ITGA5,0.267256092,1,Aveolar cells,-0.261011567,1.23E-12,Prolif.T,other
TNFSF12,TNFRSF25,-0.44348455,1,Aveolar cells,0.338070491,0.00083215,Prolif.T,other
TNFSF13,FAS,-0.98617394,0.829650281,Aveolar cells,0.4273475,2.40E-05,Prolif.T,other
TNFSF13,SDC2,-0.98617394,0.829650281,Aveolar cells,-0.268916564,3.48E-13,Prolif.T,other
TNFSF15,TNFRSF25,0.168107279,1,Aveolar cells,0.338070491,0.00083215,Prolif.T,other
UBA52,ADRB2,-0.290823615,1,Aveolar cells,-0.272850235,7.85E-16,Prolif.T,other
UBA52,TLR4,-0.290823615,1,Aveolar cells,-0.331521847,9.33E-36,Prolif.T,other
UBB,ADRB2,-0.513238157,1,Aveolar cells,-0.272850235,7.85E-16,Prolif.T,other
UBB,TLR4,-0.513238157,1,Aveolar cells,-0.331521847,9.33E-36,Prolif.T,other
UBC,ADRB2,1.269423878,1,Aveolar cells,-0.272850235,7.85E-16,Prolif.T,other
UBC,TLR4,1.269423878,1,Aveolar cells,-0.331521847,9.33E-36,Prolif.T,other
VEGFA,NRP1,0.57646723,1,Aveolar cells,-0.290181771,5.76E-36,Prolif.T,other
VEGFA,NRP2,0.57646723,1,Aveolar cells,-0.315717053,2.50E-18,Prolif.T,other
VEGFA,SIRPA,0.57646723,1,Aveolar cells,-0.789746827,1.56E-85,Prolif.T,other
VEGFB,NRP1,-0.243421737,1,Aveolar cells,-0.290181771,5.76E-36,Prolif.T,other
VIM,CD44,-2.397864629,0.026495162,Aveolar cells,-0.379262167,3.64E-05,Prolif.T,other
VTN,ITGA5,-0.282318025,0.493090788,Aveolar cells,-0.261011567,1.23E-12,Prolif.T,other
VTN,ITGB8,-0.282318025,0.493090788,Aveolar cells,-0.209066483,8.88E-31,Prolif.T,other
VTN,PLAUR,-0.282318025,0.493090788,Aveolar cells,-1.064926456,6.94E-53,Prolif.T,other
TYROBP,TREM1,-2.817855561,5.15E-07,Aveolar cells,-1.466588141,8.35E-138,Prolif.T,other
SYK,FCGR2A,-0.128590636,1,Aveolar cells,-0.797350359,1.87E-55,Prolif.T,other
LGALS1,PTPRC,-0.708014062,1,Aveolar cells,0.649620462,4.54E-15,Prolif.T,other
SFTPD,SIRPA,0.77088216,1,Aveolar cells,-0.789746827,1.56E-85,Prolif.T,other
CD59,CD2,0.47937253,1,Aveolar cells,1.977719485,6.56E-38,Prolif.T,other
MRC1,PTPRC,-1.753986405,2.10E-12,Aveolar cells,0.649620462,4.54E-15,Prolif.T,other
CEACAM5,CD8A,0.44910919,1,Aveolar cells,1.275526259,8.06E-07,Prolif.T,other
HLA-F,LILRB1,-0.216710919,1,Aveolar cells,-0.266707265,4.51E-24,Prolif.T,other
CD47,SIRPG,0.68199228,1,Aveolar cells,0.933578991,1.05E-16,Prolif.T,other
ADAM9,ITGA3,0.139382856,1,Ciliated,0.372366526,2.97E-05,Ciliated,other
AGRN,LRP1,0.191793771,1,Ciliated,-0.924750868,1.61E-17,Ciliated,other
ALOX5AP,ALOX5,-2.132353051,1.87E-35,Ciliated,-1.225292359,7.25E-28,Ciliated,other
ANXA1,FPR1,0.470661473,0.000542068,Ciliated,-0.362245519,0.013576543,Ciliated,other
ANXA1,FPR2,0.470661473,0.000542068,Ciliated,-0.175194589,1,Ciliated,other
APOC2,LRP1,-0.229360422,1,Ciliated,-0.924750868,1.61E-17,Ciliated,other
APOE,LDLR,-1.893126966,5.23E-31,Ciliated,0.511554188,1,Ciliated,other
APOE,LRP1,-1.893126966,5.23E-31,Ciliated,-0.924750868,1.61E-17,Ciliated,other
APOE,LRP5,-1.893126966,5.23E-31,Ciliated,0.153394064,0.024366917,Ciliated,other
APOE,LRP8,-1.893126966,5.23E-31,Ciliated,0.299471972,0.003032852,Ciliated,other
APP,CD74,1.252464942,1.10E-26,Ciliated,-1.45561727,3.46E-35,Ciliated,other
APP,FPR2,1.252464942,1.10E-26,Ciliated,-0.175194589,1,Ciliated,other
APP,LRP1,1.252464942,1.10E-26,Ciliated,-0.924750868,1.61E-17,Ciliated,other
APP,NCSTN,1.252464942,1.10E-26,Ciliated,-0.162215109,1,Ciliated,other
APP,TNFRSF21,1.252464942,1.10E-26,Ciliated,0.523727236,9.73E-05,Ciliated,other
ARPC5,LDLR,-0.95043529,1.03E-18,Ciliated,0.511554188,1,Ciliated,other
B2M,TFRC,-0.101183256,1,Ciliated,-1.097467854,1.06E-20,Ciliated,other
BTC,ERBB2,0.43874335,4.67E-11,Ciliated,0.468367009,2.04E-08,Ciliated,other
BTC,ERBB3,0.43874335,4.67E-11,Ciliated,0.231807766,0.012043912,Ciliated,other
C1QB,LRP1,-2.53717399,3.73E-35,Ciliated,-0.924750868,1.61E-17,Ciliated,other
CALM1,FAS,1.437697745,3.12E-29,Ciliated,0.186742653,0.075011496,Ciliated,other
CALM1,INSR,1.437697745,3.12E-29,Ciliated,0.24520817,1,Ciliated,other
CALM1,MYLK,1.437697745,3.12E-29,Ciliated,0.580392583,1.05E-11,Ciliated,other
CALM1,PDE1B,1.437697745,3.12E-29,Ciliated,-0.310940072,0.015286234,Ciliated,other
CALM2,INSR,0.772075769,1.04E-12,Ciliated,0.24520817,1,Ciliated,other
CALM2,MYLK,0.772075769,1.04E-12,Ciliated,0.580392583,1.05E-11,Ciliated,other
CALM2,PDE1B,0.772075769,1.04E-12,Ciliated,-0.310940072,0.015286234,Ciliated,other
CALM3,MYLK,0.157461516,1,Ciliated,0.580392583,1.05E-11,Ciliated,other
CALR,ITGA3,0.538312392,1,Ciliated,0.372366526,2.97E-05,Ciliated,other
CALR,LRP1,0.538312392,1,Ciliated,-0.924750868,1.61E-17,Ciliated,other
CAMP,IGF1R,-0.273136145,1,Ciliated,0.444938746,5.62E-09,Ciliated,other
CCL2,ACKR4,1.597011686,2.46E-06,Ciliated,0.172378943,0.024366917,Ciliated,other
CCL2,CCR1,1.597011686,2.46E-06,Ciliated,0.103470431,1,Ciliated,other
CD55,ADGRE5,-0.183474215,1,Ciliated,-0.565366184,1.01E-06,Ciliated,other
CDH1,ERBB3,0.627241058,2.27E-09,Ciliated,0.231807766,0.012043912,Ciliated,other
CDH1,IGF1R,0.627241058,2.27E-09,Ciliated,0.444938746,5.62E-09,Ciliated,other
CDH1,ITGAE,0.627241058,2.27E-09,Ciliated,-0.115686796,1,Ciliated,other
CDH1,ITGB7,0.627241058,2.27E-09,Ciliated,-0.167273231,1,Ciliated,other
CDH1,LRP5,0.627241058,2.27E-09,Ciliated,0.153394064,0.024366917,Ciliated,other
CDH1,PTPRF,0.627241058,2.27E-09,Ciliated,0.85399483,1.07E-25,Ciliated,other
CDH1,PTPRM,0.627241058,2.27E-09,Ciliated,0.207160615,1,Ciliated,other
CGN,F11R,0.801856464,1.04E-17,Ciliated,0.349031562,1,Ciliated,other
CGN,OCLN,0.801856464,1.04E-17,Ciliated,0.409118567,6.60E-06,Ciliated,other
CGN,TGFBR2,0.801856464,1.04E-17,Ciliated,-0.123779762,1,Ciliated,other
COL16A1,ITGB1,0.436104055,0.000367958,Ciliated,-0.197384148,1,Ciliated,other
COL6A3,ITGA2,0.227379864,1,Ciliated,0.323465027,7.13E-08,Ciliated,other
CTGF,ITGA5,1.352081319,9.95E-28,Ciliated,-0.213322856,1,Ciliated,other
CTGF,ITGB2,1.352081319,9.95E-28,Ciliated,-0.926322467,5.74E-19,Ciliated,other
CTGF,LRP1,1.352081319,9.95E-28,Ciliated,-0.924750868,1.61E-17,Ciliated,other
CXCL10,SDC4,0.518222853,0.006050106,Ciliated,0.901219995,6.20E-16,Ciliated,other
DUSP18,CD151,0.796425211,1.63E-15,Ciliated,-0.940314688,4.78E-15,Ciliated,other
DUSP18,ITGA2,0.796425211,1.63E-15,Ciliated,0.323465027,7.13E-08,Ciliated,other
DUSP18,ITGA3,0.796425211,1.63E-15,Ciliated,0.372366526,2.97E-05,Ciliated,other
DUSP18,ITGB1,0.796425211,1.63E-15,Ciliated,-0.197384148,1,Ciliated,other
DUSP18,ITGB4,0.796425211,1.63E-15,Ciliated,0.320057626,0.003032852,Ciliated,other
FN1,C5AR1,-1.369768958,4.43E-12,Ciliated,-0.386672327,0.016251025,Ciliated,other
FN1,CD44,-1.369768958,4.43E-12,Ciliated,-1.145435953,4.54E-21,Ciliated,other
FN1,ITGA2,-1.369768958,4.43E-12,Ciliated,0.323465027,7.13E-08,Ciliated,other
FN1,ITGA3,-1.369768958,4.43E-12,Ciliated,0.372366526,2.97E-05,Ciliated,other
FN1,ITGA5,-1.369768958,4.43E-12,Ciliated,-0.213322856,1,Ciliated,other
FN1,ITGB1,-1.369768958,4.43E-12,Ciliated,-0.197384148,1,Ciliated,other
FN1,ITGB7,-1.369768958,4.43E-12,Ciliated,-0.167273231,1,Ciliated,other
FN1,ITGB8,-1.369768958,4.43E-12,Ciliated,0.127422172,1,Ciliated,other
FN1,PLAUR,-1.369768958,4.43E-12,Ciliated,-1.019563315,1.79E-19,Ciliated,other
GNAI2,ADCY7,-0.807432168,4.92E-14,Ciliated,-0.198338268,1,Ciliated,other
GNAI2,C5AR1,-0.807432168,4.92E-14,Ciliated,-0.386672327,0.016251025,Ciliated,other
GNAI2,FPR1,-0.807432168,4.92E-14,Ciliated,-0.362245519,0.013576543,Ciliated,other
GNAI2,IGF1R,-0.807432168,4.92E-14,Ciliated,0.444938746,5.62E-09,Ciliated,other
GNAI2,LPAR3,-0.807432168,4.92E-14,Ciliated,0.195933626,1,Ciliated,other
GNAI2,PTPRU,-0.807432168,4.92E-14,Ciliated,0.287340455,0.000367958,Ciliated,other
GNAI2,S1PR4,-0.807432168,4.92E-14,Ciliated,-0.4858567,5.70E-05,Ciliated,other
GNAI2,UNC5B,-0.807432168,4.92E-14,Ciliated,-0.290091402,0.392924889,Ciliated,other
GZMB,CHRM3,0.452680124,0.006050106,Ciliated,-0.18227394,1,Ciliated,other
GZMB,IGF2R,0.452680124,0.006050106,Ciliated,-0.269917895,1,Ciliated,other
GZMB,PGRMC1,0.452680124,0.006050106,Ciliated,0.577801197,0.017980759,Ciliated,other
HBEGF,CD44,-0.245722897,1,Ciliated,-1.145435953,4.54E-21,Ciliated,other
HBEGF,ERBB2,-0.245722897,1,Ciliated,0.468367009,2.04E-08,Ciliated,other
HLA-B,CANX,-0.356337408,4.32E-06,Ciliated,0.281259625,1,Ciliated,other
HLA-B,LILRB1,-0.356337408,4.32E-06,Ciliated,-0.210496382,1,Ciliated,other
HLA-B,LILRB2,-0.356337408,4.32E-06,Ciliated,0.131484291,1,Ciliated,other
HLA-C,DDR1,-0.751832194,8.42E-18,Ciliated,0.724120103,1.04E-17,Ciliated,other
HLA-C,LILRB1,-0.751832194,8.42E-18,Ciliated,-0.210496382,1,Ciliated,other
HLA-C,LILRB2,-0.751832194,8.42E-18,Ciliated,0.131484291,1,Ciliated,other
HLA-G,CD4,-0.154124059,1,Ciliated,-0.374168118,0.007444583,Ciliated,other
HP,ASGR1,-2.0462325,4.43E-23,Ciliated,-0.247077394,1,Ciliated,other
HP,ITGB2,-2.0462325,4.43E-23,Ciliated,-0.926322467,5.74E-19,Ciliated,other
HSP90AA1,ERBB2,2.214101974,1.90E-31,Ciliated,0.468367009,2.04E-08,Ciliated,other
HSP90B1,ASGR1,0.48607636,0.00329304,Ciliated,-0.247077394,1,Ciliated,other
HSP90B1,ERBB2,0.48607636,0.00329304,Ciliated,0.468367009,2.04E-08,Ciliated,other
HSP90B1,LRP1,0.48607636,0.00329304,Ciliated,-0.924750868,1.61E-17,Ciliated,other
HSP90B1,TLR4,0.48607636,0.00329304,Ciliated,-0.235743065,0.2239703,Ciliated,other
HSP90B1,TLR7,0.48607636,0.00329304,Ciliated,-0.206236737,1,Ciliated,other
HSPA1A,TLR4,1.392516709,7.58E-17,Ciliated,-0.235743065,0.2239703,Ciliated,other
HSPA8,LDLR,0.927570756,4.10E-13,Ciliated,0.511554188,1,Ciliated,other
ICAM1,ITGAL,0.274938578,1,Ciliated,-0.442363695,0.001949167,Ciliated,other
ICAM1,ITGAX,0.274938578,1,Ciliated,-0.374591724,0.003386175,Ciliated,other
ICAM1,ITGB2,0.274938578,1,Ciliated,-0.926322467,5.74E-19,Ciliated,other
ICAM2,ITGAL,-0.202693952,1,Ciliated,-0.442363695,0.001949167,Ciliated,other
ICAM2,ITGB2,-0.202693952,1,Ciliated,-0.926322467,5.74E-19,Ciliated,other
IL16,CD4,0.150730072,1,Ciliated,-0.374168118,0.007444583,Ciliated,other
INHBA,ACVR1,-1.265182462,2.76E-20,Ciliated,0.212270407,1,Ciliated,other
INHBA,ACVR1B,-1.265182462,2.76E-20,Ciliated,0.159406265,1,Ciliated,other
INHBA,ENG,-1.265182462,2.76E-20,Ciliated,-0.596484658,2.70E-07,Ciliated,other
INHBA,TGFBR3,-1.265182462,2.76E-20,Ciliated,0.159192374,0.024366917,Ciliated,other
INHBB,ACVR1,0.415394539,1.27E-06,Ciliated,0.212270407,1,Ciliated,other
INHBB,ACVR1B,0.415394539,1.27E-06,Ciliated,0.159406265,1,Ciliated,other
LAMA5,ITGA2,0.170949273,0.001495808,Ciliated,0.323465027,7.13E-08,Ciliated,other
LAMA5,ITGA3,0.170949273,0.001495808,Ciliated,0.372366526,2.97E-05,Ciliated,other
LAMA5,ITGB4,0.170949273,0.001495808,Ciliated,0.320057626,0.003032852,Ciliated,other
LAMC2,CD151,0.82031142,1.75E-20,Ciliated,-0.940314688,4.78E-15,Ciliated,other
LAMC2,ITGA2,0.82031142,1.75E-20,Ciliated,0.323465027,7.13E-08,Ciliated,other
LAMC2,ITGA3,0.82031142,1.75E-20,Ciliated,0.372366526,2.97E-05,Ciliated,other
LAMC2,ITGB1,0.82031142,1.75E-20,Ciliated,-0.197384148,1,Ciliated,other
LAMC2,ITGB4,0.82031142,1.75E-20,Ciliated,0.320057626,0.003032852,Ciliated,other
LGALS3BP,ITGB1,-0.708272775,6.88E-12,Ciliated,-0.197384148,1,Ciliated,other
LGALS3BP,VANGL1,-0.708272775,6.88E-12,Ciliated,0.20806786,0.085341885,Ciliated,other
LPL,CD44,-0.782826741,2.98E-12,Ciliated,-1.145435953,4.54E-21,Ciliated,other
LPL,LRP1,-0.782826741,2.98E-12,Ciliated,-0.924750868,1.61E-17,Ciliated,other
LRPAP1,LDLR,-0.762126715,2.55E-13,Ciliated,0.511554188,1,Ciliated,other
LRPAP1,LRP1,-0.762126715,2.55E-13,Ciliated,-0.924750868,1.61E-17,Ciliated,other
LRPAP1,LRP8,-0.762126715,2.55E-13,Ciliated,0.299471972,0.003032852,Ciliated,other
LRPAP1,SORT1,-0.762126715,2.55E-13,Ciliated,-0.437526036,2.24E-05,Ciliated,other
LTB,TNFRSF1A,0.128747027,1,Ciliated,-0.398852421,0.001511235,Ciliated,other
LYZ,ITGAL,-2.322824253,1.66E-33,Ciliated,-0.442363695,0.001949167,Ciliated,other
MDK,LRP1,0.506978539,1,Ciliated,-0.924750868,1.61E-17,Ciliated,other
MDK,SDC4,0.506978539,1,Ciliated,0.901219995,6.20E-16,Ciliated,other
MDK,TSPAN1,0.506978539,1,Ciliated,2.411961824,1.19E-52,Ciliated,other
OMG,TNFRSF1B,1.48861855,8.37E-36,Ciliated,-0.109944578,1,Ciliated,other
P4HB,GPR162,-0.297506657,1,Ciliated,1.150230844,1.31E-28,Ciliated,other
PIP,CD4,0.409478002,0.006050106,Ciliated,-0.374168118,0.007444583,Ciliated,other
PIP,NPTN,0.409478002,0.006050106,Ciliated,0.200717357,1,Ciliated,other
PKM,CD44,-0.428801403,4.13E-05,Ciliated,-1.145435953,4.54E-21,Ciliated,other
PSAP,CELSR1,-1.211506774,3.16E-29,Ciliated,0.488405862,1.74E-11,Ciliated,other
PSAP,LRP1,-1.211506774,3.16E-29,Ciliated,-0.924750868,1.61E-17,Ciliated,other
PSAP,SORT1,-1.211506774,3.16E-29,Ciliated,-0.437526036,2.24E-05,Ciliated,other
PSEN1,CD44,-0.118593348,1,Ciliated,-1.145435953,4.54E-21,Ciliated,other
PTN,PLXNB2,0.179539873,0.024366917,Ciliated,0.724208339,6.48E-07,Ciliated,other
RPS19,C5AR1,-0.768002563,1.72E-20,Ciliated,-0.386672327,0.016251025,Ciliated,other
RPS27A,ERBB2,-0.541346664,1.38E-17,Ciliated,0.468367009,2.04E-08,Ciliated,other
RPS27A,LDLR,-0.541346664,1.38E-17,Ciliated,0.511554188,1,Ciliated,other
RPS27A,TGFBR2,-0.541346664,1.38E-17,Ciliated,-0.123779762,1,Ciliated,other
RPS27A,TLR4,-0.541346664,1.38E-17,Ciliated,-0.235743065,0.2239703,Ciliated,other
RTN4,TNFRSF19,-0.298903012,1,Ciliated,0.529834422,1.05E-11,Ciliated,other
S100A8,TLR4,-0.656542772,0.000467257,Ciliated,-0.235743065,0.2239703,Ciliated,other
S100A9,TLR4,-0.814424231,3.15E-18,Ciliated,-0.235743065,0.2239703,Ciliated,other
SAA1,FPR1,2.15750806,5.58E-16,Ciliated,-0.362245519,0.013576543,Ciliated,other
SAA1,FPR2,2.15750806,5.58E-16,Ciliated,-0.175194589,1,Ciliated,other
SELPLG,ITGB2,-0.593241128,5.54E-09,Ciliated,-0.926322467,5.74E-19,Ciliated,other
SEMA4D,ERBB2,-0.124516272,1,Ciliated,0.468367009,2.04E-08,Ciliated,other
SEMA4D,PLXNB1,-0.124516272,1,Ciliated,0.529632755,3.89E-09,Ciliated,other
SEMA4D,PLXNB2,-0.124516272,1,Ciliated,0.724208339,6.48E-07,Ciliated,other
SERPINA1,LRP1,-2.167187263,2.71E-35,Ciliated,-0.924750868,1.61E-17,Ciliated,other
SERPING1,LRP1,-1.74777848,6.38E-28,Ciliated,-0.924750868,1.61E-17,Ciliated,other
SLPI,CD4,3.635925537,2.43E-56,Ciliated,-0.374168118,0.007444583,Ciliated,other
SPINT1,ST14,0.165079173,1,Ciliated,0.643153576,8.59E-06,Ciliated,other
SPP1,CD44,0.807149355,0.001495808,Ciliated,-1.145435953,4.54E-21,Ciliated,other
SPP1,ITGA5,0.807149355,0.001495808,Ciliated,-0.213322856,1,Ciliated,other
SPP1,ITGB1,0.807149355,0.001495808,Ciliated,-0.197384148,1,Ciliated,other
TCTN1,TMEM67,1.410410179,2.70E-29,Ciliated,0.819696377,3.93E-16,Ciliated,other
TGFB1,ACVRL1,-0.696596272,6.99E-12,Ciliated,-0.31118216,0.11653494,Ciliated,other
TGFB1,ENG,-0.696596272,6.99E-12,Ciliated,-0.596484658,2.70E-07,Ciliated,other
TGFB1,ITGB1,-0.696596272,6.99E-12,Ciliated,-0.197384148,1,Ciliated,other
TGFB1,ITGB8,-0.696596272,6.99E-12,Ciliated,0.127422172,1,Ciliated,other
TGFB1,TGFBR2,-0.696596272,6.99E-12,Ciliated,-0.123779762,1,Ciliated,other
TGFB1,TGFBR3,-0.696596272,6.99E-12,Ciliated,0.159192374,0.024366917,Ciliated,other
THBS1,CD36,-0.525292847,2.60E-06,Ciliated,-0.339735855,0.012998983,Ciliated,other
THBS1,CD47,-0.525292847,2.60E-06,Ciliated,-0.132279499,1,Ciliated,other
THBS1,ITGA3,-0.525292847,2.60E-06,Ciliated,0.372366526,2.97E-05,Ciliated,other
THBS1,ITGB1,-0.525292847,2.60E-06,Ciliated,-0.197384148,1,Ciliated,other
THBS1,LRP1,-0.525292847,2.60E-06,Ciliated,-0.924750868,1.61E-17,Ciliated,other
THBS1,LRP5,-0.525292847,2.60E-06,Ciliated,0.153394064,0.024366917,Ciliated,other
THBS1,SDC4,-0.525292847,2.60E-06,Ciliated,0.901219995,6.20E-16,Ciliated,other
TIMP2,ITGA3,-0.873792356,3.07E-15,Ciliated,0.372366526,2.97E-05,Ciliated,other
TIMP2,ITGB1,-0.873792356,3.07E-15,Ciliated,-0.197384148,1,Ciliated,other
TNFSF13,FAS,-1.074036579,2.38E-23,Ciliated,0.186742653,0.075011496,Ciliated,other
TNFSF13,TNFRSF1A,-1.074036579,2.38E-23,Ciliated,-0.398852421,0.001511235,Ciliated,other
UBA52,ACVR1,-0.63480678,2.48E-16,Ciliated,0.212270407,1,Ciliated,other
UBA52,ERBB2,-0.63480678,2.48E-16,Ciliated,0.468367009,2.04E-08,Ciliated,other
UBA52,LDLR,-0.63480678,2.48E-16,Ciliated,0.511554188,1,Ciliated,other
UBA52,NOTCH1,-0.63480678,2.48E-16,Ciliated,-0.156261764,1,Ciliated,other
UBA52,TGFBR2,-0.63480678,2.48E-16,Ciliated,-0.123779762,1,Ciliated,other
UBA52,TLR4,-0.63480678,2.48E-16,Ciliated,-0.235743065,0.2239703,Ciliated,other
UBC,ERBB2,0.746094894,2.60E-11,Ciliated,0.468367009,2.04E-08,Ciliated,other
UBC,LDLR,0.746094894,2.60E-11,Ciliated,0.511554188,1,Ciliated,other
UBC,TGFBR2,0.746094894,2.60E-11,Ciliated,-0.123779762,1,Ciliated,other
UBC,TLR4,0.746094894,2.60E-11,Ciliated,-0.235743065,0.2239703,Ciliated,other
VCAN,CD44,0.193507556,1,Ciliated,-1.145435953,4.54E-21,Ciliated,other
VIM,CD44,-2.258871908,1.60E-37,Ciliated,-1.145435953,4.54E-21,Ciliated,other
TYROBP,TREM1,-2.244469877,1.87E-35,Ciliated,-1.657308411,1.34E-34,Ciliated,other
SYK,FCGR2A,-0.49354383,2.35E-05,Ciliated,-0.77195227,2.00E-11,Ciliated,other
LGALS1,ITGB1,-1.489979294,2.66E-27,Ciliated,-0.197384148,1,Ciliated,other
LGALS1,PTPRC,-1.489979294,2.66E-27,Ciliated,-0.597096405,5.03E-12,Ciliated,other
CD59,CD2,1.005189761,2.22E-11,Ciliated,0.465826381,1,Ciliated,other
PECAM1,CD38,-1.028327095,3.68E-19,Ciliated,0.725015822,1.73E-14,Ciliated,other
MRC1,PTPRC,-1.568257399,4.45E-29,Ciliated,-0.597096405,5.03E-12,Ciliated,other
DSC2,DSG2,-0.302638353,1,Ciliated,0.381299105,3.02E-07,Ciliated,other
ICAM1,SPN,0.274938578,1,Ciliated,-1.047774625,4.05E-20,Ciliated,other
ALOX5AP,ALOX5,-2.132353051,1.87E-35,Ciliated,-1.651544235,9.20E-11,Aveolar cells,other
ANXA1,EGFR,0.470661473,0.000542068,Ciliated,0.496472499,1,Aveolar cells,other
ANXA1,FPR1,0.470661473,0.000542068,Ciliated,-0.575293372,1,Aveolar cells,other
ANXA1,FPR2,0.470661473,0.000542068,Ciliated,-0.134365376,1,Aveolar cells,other
APOE,LDLR,-1.893126966,5.23E-31,Ciliated,0.893353672,1,Aveolar cells,other
APOE,LRP1,-1.893126966,5.23E-31,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
APOE,LRP5,-1.893126966,5.23E-31,Ciliated,0.143199661,1,Aveolar cells,other
APOE,SCARB1,-1.893126966,5.23E-31,Ciliated,-0.120971323,1,Aveolar cells,other
APOE,SORL1,-1.893126966,5.23E-31,Ciliated,0.202734752,1,Aveolar cells,other
APP,CAV1,1.252464942,1.10E-26,Ciliated,1.807763667,1,Aveolar cells,other
APP,CD74,1.252464942,1.10E-26,Ciliated,-2.070020552,0.054494063,Aveolar cells,other
APP,FPR2,1.252464942,1.10E-26,Ciliated,-0.134365376,1,Aveolar cells,other
APP,GPC1,1.252464942,1.10E-26,Ciliated,0.246880566,1,Aveolar cells,other
APP,LRP1,1.252464942,1.10E-26,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
APP,TNFRSF21,1.252464942,1.10E-26,Ciliated,0.362470472,1,Aveolar cells,other
ARPC5,ADRB2,-0.95043529,1.03E-18,Ciliated,0.279681259,1,Aveolar cells,other
ARPC5,LDLR,-0.95043529,1.03E-18,Ciliated,0.893353672,1,Aveolar cells,other
BST1,CAV1,-0.413998607,0.001445895,Ciliated,1.807763667,1,Aveolar cells,other
BTC,EGFR,0.43874335,4.67E-11,Ciliated,0.496472499,1,Aveolar cells,other
BTC,ERBB3,0.43874335,4.67E-11,Ciliated,0.356811754,1,Aveolar cells,other
C1QA,CR1,-2.725993865,7.35E-37,Ciliated,-0.151089034,0.493090788,Aveolar cells,other
C1QB,LRP1,-2.53717399,3.73E-35,Ciliated,-0.905994064,0.058859707,Aveolar cells,other
CALM1,EGFR,1.437697745,3.12E-29,Ciliated,0.496472499,1,Aveolar cells,other
CALM1,FAS,1.437697745,3.12E-29,Ciliated,0.523348913,1,Aveolar cells,other
CALM1,KCNQ3,1.437697745,3.12E-29,Ciliated,0.258591167,1,Aveolar cells,other
CALM1,PDE1B,1.437697745,3.12E-29,Ciliated,-0.31071801,4.14E-05,Aveolar cells,other
CALM1,PTPRA,1.437697745,3.12E-29,Ciliated,-0.13659317,1,Aveolar cells,other
CALM2,EGFR,0.772075769,1.04E-12,Ciliated,0.496472499,1,Aveolar cells,other
CALM2,KCNQ3,0.772075769,1.04E-12,Ciliated,0.258591167,1,Aveolar cells,other
CALM2,PDE1B,0.772075769,1.04E-12,Ciliated,-0.31071801,4.14E-05,Aveolar cells,other
CALM3,PDE1B,0.157461516,1,Ciliated,-0.31071801,4.14E-05,Aveolar cells,other
CCL2,CCR1,1.597011686,2.46E-06,Ciliated,-0.115965362,1,Aveolar cells,other
CDH1,EGFR,0.627241058,2.27E-09,Ciliated,0.496472499,1,Aveolar cells,other
CDH1,ERBB3,0.627241058,2.27E-09,Ciliated,0.356811754,1,Aveolar cells,other
CDH1,IGF1R,0.627241058,2.27E-09,Ciliated,0.140961313,1,Aveolar cells,other
