source,target,ligand,receptor,prob,pval,interaction_name,interaction_name_2,pathway_name,annotation,evidence,datasets,ligand.logFC,ligand.pct.1,ligand.pct.2,ligand.pvalues,receptor.logFC,receptor.pct.1,receptor.pct.2,receptor.pvalues
Ciliated,Macrophages,LPL,LRP1,0.036000847,0,2028,LPL - LRP1,other,other,other,Neg,-0.782826741,0.034,0.583,1.62E-16,NA,NA,NA,NA
Prolif.T,Prolif.T,LPL,LRP1,0.043899544,0,2028,LPL - LRP1,other,other,other,Neg,-1.162627193,0.009,0.812,5.03E-174,-1.072248985,0.048,0.788,2.66E-103
Macrophages,Ciliated,LPL,LRP1,0.036230217,0,2028,LPL - LRP1,other,other,other,Neg,-0.765380118,0.054,0.574,0,-0.924750868,0.216,0.83,8.77E-22
Prolif.T,Ciliated,LPL,LRP1,0.055548797,0,2028,LPL - LRP1,other,other,other,Neg,-1.162627193,0.009,0.812,5.03E-174,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Ciliated,LPL,LRP1,0.036073322,0.03,2028,LPL - LRP1,other,other,other,Neg,-0.782826741,0.034,0.583,1.62E-16,-0.924750868,0.216,0.83,8.77E-22
Macrophages,Macrophages,LRPAP1,LRP1,0.08561766,0,2034,LRPAP1 - LRP1,other,other,other,Neg,-0.61096315,0.501,0.914,0,NA,NA,NA,NA
Prolif.T,Macrophages,LRPAP1,LRP1,0.086478371,0,2034,LRPAP1 - LRP1,other,other,other,Neg,-1.064520981,0.591,0.912,1.19E-30,NA,NA,NA,NA
Ciliated,Macrophages,LRPAP1,LRP1,0.081494365,0,2034,LRPAP1 - LRP1,other,other,other,Neg,-0.762126715,0.523,0.928,1.39E-17,NA,NA,NA,NA
Macrophages,Ciliated,LRPAP1,LRP1,0.085781133,0.01,2034,LRPAP1 - LRP1,other,other,other,Neg,-0.61096315,0.501,0.914,0,-0.924750868,0.216,0.83,8.77E-22
Prolif.T,Ciliated,LRPAP1,LRP1,0.086643332,0.04,2034,LRPAP1 - LRP1,other,other,other,Neg,-1.064520981,0.591,0.912,1.19E-30,-0.924750868,0.216,0.83,8.77E-22
Macrophages,Prolif.T,LRPAP1,SORL1,0.00826422,0,2037,LRPAP1 - SORL1,other,other,other,Neg,-0.61096315,0.501,0.914,0,-0.166729998,0.096,0.312,5.74E-09
Prolif.T,Prolif.T,LRPAP1,SORL1,0.008354405,0,2037,LRPAP1 - SORL1,other,other,other,Neg,-1.064520981,0.591,0.912,1.19E-30,-0.166729998,0.096,0.312,5.74E-09
Ciliated,Prolif.T,LRPAP1,SORL1,0.007834303,0,2037,LRPAP1 - SORL1,other,other,other,Neg,-0.762126715,0.523,0.928,1.39E-17,-0.166729998,0.096,0.312,5.74E-09
Aveolar cells,Prolif.T,LRPAP1,SORL1,0.007389019,0,2037,LRPAP1 - SORL1,other,other,other,Neg,-0.821287604,0.399,0.875,0.000249661,-0.166729998,0.096,0.312,5.74E-09
Macrophages,Macrophages,LRPAP1,SORT1,0.056066769,0,2038,LRPAP1 - SORT1,other,other,other,Neg,-0.61096315,0.501,0.914,0,-0.562961576,0.2,0.653,0
Prolif.T,Macrophages,LRPAP1,SORT1,0.056648811,0,2038,LRPAP1 - SORT1,other,other,other,Neg,-1.064520981,0.591,0.912,1.19E-30,-0.562961576,0.2,0.653,0
Ciliated,Macrophages,LRPAP1,SORT1,0.053283696,0.04,2038,LRPAP1 - SORT1,other,other,other,Neg,-0.762126715,0.523,0.928,1.39E-17,-0.562961576,0.2,0.653,0
Macrophages,Prolif.T,LRPAP1,SORT1,0.062377574,0.01,2038,LRPAP1 - SORT1,other,other,other,Neg,-0.61096315,0.501,0.914,0,-0.916177919,0.02,0.775,9.89E-141
Prolif.T,Prolif.T,LRPAP1,SORT1,0.063020756,0,2038,LRPAP1 - SORT1,other,other,other,Neg,-1.064520981,0.591,0.912,1.19E-30,-0.916177919,0.02,0.775,9.89E-141
Ciliated,Prolif.T,LRPAP1,SORT1,0.059300922,0.03,2038,LRPAP1 - SORT1,other,other,other,Neg,-0.762126715,0.523,0.928,1.39E-17,-0.916177919,0.02,0.775,9.89E-141
Prolif.T,Prolif.T,LY86,CD180,0.001175558,0,2058,LY86 - CD180,other,other,other,Neg,-0.599679495,0.037,0.488,8.77E-54,-0.320305585,0.028,0.275,4.19E-25
Ciliated,Prolif.T,LY86,CD180,0.003228256,0,2058,LY86 - CD180,other,other,other,Neg,-0.51591133,0.102,0.534,1.26E-10,-0.320305585,0.028,0.275,4.19E-25
Aveolar cells,Prolif.T,LY86,CD180,0.003007909,0,2058,LY86 - CD180,other,other,other,Neg,-0.704403155,0.014,0.625,8.34E-16,-0.320305585,0.028,0.275,4.19E-25
Macrophages,Macrophages,LYZ,ITGAL,0.031751508,0,2060,LYZ - ITGAL,other,other,other,Neg,-1.144968663,0.69,0.998,0,-0.131612737,0.18,0.374,3.02E-185
Prolif.T,Macrophages,LYZ,ITGAL,0.03424551,0,2060,LYZ - ITGAL,other,other,other,Neg,-3.165857559,0.092,0.975,3.99E-115,-0.131612737,0.18,0.374,3.02E-185
Macrophages,Ciliated,LYZ,ITGAL,0.034376524,0.01,2060,LYZ - ITGAL,other,other,other,Neg,-1.144968663,0.69,0.998,0,-0.442363695,0.057,0.368,1.06E-07
Prolif.T,Ciliated,LYZ,ITGAL,0.03706882,0,2060,LYZ - ITGAL,other,other,other,Neg,-3.165857559,0.092,0.975,3.99E-115,-0.442363695,0.057,0.368,1.06E-07
Aveolar cells,Prolif.T,MFNG,NOTCH2,0.000309697,0,2090,MFNG - NOTCH2,other,other,other,Neg,-0.340260211,0.014,0.25,5.20E-05,-0.237373658,0.122,0.312,5.84E-07
Prolif.T,Prolif.T,PLAU,IGF2R,0.001359176,0.02,2364,PLAU - IGF2R,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.225752447,0.385,0.5,0.012918037
Prolif.T,Aveolar cells,PLAU,IGF2R,0.003195883,0,2364,PLAU - IGF2R,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.300743169,0.231,0.625,0.009947098
Aveolar cells,Aveolar cells,PLAU,IGF2R,0.006345828,0.03,2364,PLAU - IGF2R,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.300743169,0.231,0.625,0.009947098
Prolif.T,Macrophages,PLAU,ITGA5,0.000681376,0,2366,PLAU - ITGA5,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,0.451215307,0.364,0.27,2.58E-111
Aveolar cells,Macrophages,PLAU,ITGA5,0.001356331,0.02,2366,PLAU - ITGA5,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,0.451215307,0.364,0.27,2.58E-111
Prolif.T,Prolif.T,PLAU,ITGA5,0.00069372,0.01,2366,PLAU - ITGA5,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.261011567,0.08,0.375,6.71E-17
Aveolar cells,Prolif.T,PLAU,ITGA5,0.001380884,0.02,2366,PLAU - ITGA5,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.261011567,0.08,0.375,6.71E-17
Prolif.T,Aveolar cells,PLAU,ITGA5,0.000732341,0.03,2366,PLAU - ITGA5,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.253992407,0.042,0.375,0.000110237
Aveolar cells,Aveolar cells,PLAU,ITGA5,0.001457705,0.02,2366,PLAU - ITGA5,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.253992407,0.042,0.375,0.000110237
Prolif.T,Aveolar cells,PLAU,ITGAV,0.000249776,0.01,2368,PLAU - ITGAV,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,NA,NA,NA,NA
Aveolar cells,Aveolar cells,PLAU,ITGAV,0.000497411,0,2368,PLAU - ITGAV,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,NA,NA,NA,NA
Prolif.T,Prolif.T,PLAU,ITGB1,0.004717134,0.01,2369,PLAU - ITGB1,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.225799727,0.591,0.75,6.44E-05
Aveolar cells,Prolif.T,PLAU,ITGB1,0.009352395,0.02,2369,PLAU - ITGB1,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.225799727,0.591,0.75,6.44E-05
Aveolar cells,Prolif.T,PLAU,ITGB2,0.015099002,0.04,2370,PLAU - ITGB2,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.175644166,0.877,0.938,0.000186124
Prolif.T,Aveolar cells,PLAU,ITGB2,0.006334924,0.04,2370,PLAU - ITGB2,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-1.215172422,0.105,1,2.40E-12
Prolif.T,Macrophages,PLAU,LRP1,0.006008039,0.03,2372,PLAU - LRP1,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,NA,NA,NA,NA
Aveolar cells,Macrophages,PLAU,LRP1,0.011896637,0.03,2372,PLAU - LRP1,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,NA,NA,NA,NA
Prolif.T,Ciliated,PLAU,LRP1,0.006020511,0.04,2372,PLAU - LRP1,other,other,other,Neg,-0.328695699,0.02,0.312,5.47E-38,-0.924750868,0.216,0.83,8.77E-22
Aveolar cells,Ciliated,PLAU,LRP1,0.011921186,0.04,2372,PLAU - LRP1,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.924750868,0.216,0.83,8.77E-22
Aveolar cells,Macrophages,PLAU,PLAUR,0.013013674,0.03,2375,PLAU - PLAUR,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,NA,NA,NA,NA
Aveolar cells,Aveolar cells,PLAU,PLAUR,0.013138936,0.03,2375,PLAU - PLAUR,other,other,other,Neg,-0.422118921,0.049,0.375,0.000350397,-0.539997306,0.406,0.75,0.016113777
T cells,DC,PSAP,CD1B,0.005387715,0,2453,PSAP - CD1B,other,other,other,Neg,-0.537178153,0.358,0.436,6.48E-18,-0.723685429,0.008,0.325,1.94E-64
Prolif.T,DC,PSAP,CD1B,0.027345806,0,2453,PSAP - CD1B,other,other,other,Neg,-1.868721329,0.657,0.95,6.15E-42,-0.723685429,0.008,0.325,1.94E-64
Ciliated,DC,PSAP,CD1B,0.027774649,0,2453,PSAP - CD1B,other,other,other,Neg,-1.211506774,0.705,0.996,1.72E-33,-0.723685429,0.008,0.325,1.94E-64
Aveolar cells,DC,PSAP,CD1B,0.028428736,0,2453,PSAP - CD1B,other,other,other,Neg,-1.570970145,0.685,1,1.86E-05,-0.723685429,0.008,0.325,1.94E-64
Prolif.T,Macrophages,PSAP,LRP1,0.138512714,0,2457,PSAP - LRP1,other,other,other,Neg,-1.868721329,0.657,0.95,6.15E-42,NA,NA,NA,NA
Ciliated,Macrophages,PSAP,LRP1,0.140433195,0,2457,PSAP - LRP1,other,other,other,Neg,-1.211506774,0.705,0.996,1.72E-33,NA,NA,NA,NA
Aveolar cells,Macrophages,PSAP,LRP1,0.143349181,0,2457,PSAP - LRP1,other,other,other,Neg,-1.570970145,0.685,1,1.86E-05,NA,NA,NA,NA
Prolif.T,Macrophages,PSAP,SORT1,0.092553052,0,2458,PSAP - SORT1,other,other,other,Neg,-1.868721329,0.657,0.95,6.15E-42,-0.562961576,0.2,0.653,0
Ciliated,Macrophages,PSAP,SORT1,0.093905762,0,2458,PSAP - SORT1,other,other,other,Neg,-1.211506774,0.705,0.996,1.72E-33,-0.562961576,0.2,0.653,0
Aveolar cells,Macrophages,PSAP,SORT1,0.095963499,0.04,2458,PSAP - SORT1,other,other,other,Neg,-1.570970145,0.685,1,1.86E-05,-0.562961576,0.2,0.653,0
Prolif.T,Prolif.T,PSAP,SORT1,0.102524644,0.02,2458,PSAP - SORT1,other,other,other,Neg,-1.868721329,0.657,0.95,6.15E-42,-0.916177919,0.02,0.775,9.89E-141
Ciliated,Prolif.T,PSAP,SORT1,0.10400639,0.02,2458,PSAP - SORT1,other,other,other,Neg,-1.211506774,0.705,0.996,1.72E-33,-0.916177919,0.02,0.775,9.89E-141
Aveolar cells,Prolif.T,PSAP,SORT1,0.106259504,0.01,2458,PSAP - SORT1,other,other,other,Neg,-1.570970145,0.685,1,1.86E-05,-0.916177919,0.02,0.775,9.89E-141
Aveolar cells,Macrophages,PSEN1,CD44,0.04173439,0,2459,PSEN1 - CD44,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,0.139727709,0.746,0.869,0.001384938
Aveolar cells,DC,PSEN1,CD44,0.038559285,0,2459,PSEN1 - CD44,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.488779985,0.562,0.836,5.04E-25
Aveolar cells,Prolif.T,PSEN1,CD44,0.040831315,0,2459,PSEN1 - CD44,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.379262167,0.793,0.95,1.99E-09
Aveolar cells,Ciliated,PSEN1,CD44,0.038361606,0.01,2459,PSEN1 - CD44,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-1.145435953,0.182,0.87,2.48E-25
Aveolar cells,Aveolar cells,PSEN1,CD44,0.035818199,0.01,2459,PSEN1 - CD44,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.545412781,0.448,1,0.00319694
Aveolar cells,Macrophages,PSEN1,NCSTN,0.005824923,0,2460,PSEN1 - NCSTN,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,NA,NA,NA,NA
Aveolar cells,Prolif.T,PSEN1,NCSTN,0.004723185,0.01,2460,PSEN1 - NCSTN,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.275375714,0.211,0.425,1.72E-06
Aveolar cells,Ciliated,PSEN1,NCSTN,0.005991351,0,2460,PSEN1 - NCSTN,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.162215109,0.216,0.381,0.013109855
Aveolar cells,Prolif.T,PSEN1,NOTCH2,0.003570695,0,2462,PSEN1 - NOTCH2,other,other,other,Neg,-0.424538281,0.189,0.625,0.003206638,-0.237373658,0.122,0.312,5.84E-07
T cells,Macrophages,RPS19,C5AR1,0.124324985,0,2589,RPS19 - C5AR1,other,other,other,Neg,-0.247603602,0.942,0.973,2.99E-34,NA,NA,NA,NA
DC,Macrophages,RPS19,C5AR1,0.119765584,0,2589,RPS19 - C5AR1,other,other,other,Neg,-0.247753199,0.989,0.994,5.56E-23,NA,NA,NA,NA
Ciliated,Macrophages,RPS19,C5AR1,0.109119711,0,2589,RPS19 - C5AR1,other,other,other,Neg,-0.768002563,0.909,0.996,9.38E-25,NA,NA,NA,NA
T cells,Ciliated,RPS19,C5AR1,0.119337046,0,2589,RPS19 - C5AR1,other,other,other,Neg,-0.247603602,0.942,0.973,2.99E-34,-0.386672327,0.261,0.614,8.86E-07
DC,Ciliated,RPS19,C5AR1,0.114936559,0.01,2589,RPS19 - C5AR1,other,other,other,Neg,-0.247753199,0.989,0.994,5.56E-23,-0.386672327,0.261,0.614,8.86E-07
T cells,Aveolar cells,RPS19,C5AR1,0.156791779,0.04,2589,RPS19 - C5AR1,other,other,other,Neg,-0.247603602,0.942,0.973,2.99E-34,-1.159936414,0.056,0.75,6.13E-12
Macrophages,DC,RPS27A,TGFBR1,0.021402195,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.517197979,0.87,0.998,0,NA,NA,NA,NA
T cells,DC,RPS27A,TGFBR1,0.02683573,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,NA,NA,NA,NA
DC,DC,RPS27A,TGFBR1,0.024357135,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.373923697,0.969,0.997,2.40E-34,NA,NA,NA,NA
Ciliated,DC,RPS27A,TGFBR1,0.021563152,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.541346664,0.966,0.996,7.55E-22,NA,NA,NA,NA
Macrophages,Prolif.T,RPS27A,TGFBR1,0.002612265,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.517197979,0.87,0.998,0,-0.153973664,0.066,0.25,3.99E-09
T cells,Prolif.T,RPS27A,TGFBR1,0.003291506,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,-0.153973664,0.066,0.25,3.99E-09
DC,Prolif.T,RPS27A,TGFBR1,0.002980836,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.373923697,0.969,0.997,2.40E-34,-0.153973664,0.066,0.25,3.99E-09
Ciliated,Prolif.T,RPS27A,TGFBR1,0.002632291,0,2597,RPS27A - TGFBR1,other,other,other,Neg,-0.541346664,0.966,0.996,7.55E-22,-0.153973664,0.066,0.25,3.99E-09
Macrophages,Macrophages,RPS27A,TGFBR2,0.032083264,0,2598,RPS27A - TGFBR2,other,other,other,Neg,-0.517197979,0.87,0.998,0,NA,NA,NA,NA
T cells,Macrophages,RPS27A,TGFBR2,0.040117318,0,2598,RPS27A - TGFBR2,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,NA,NA,NA,NA
DC,Macrophages,RPS27A,TGFBR2,0.036457969,0,2598,RPS27A - TGFBR2,other,other,other,Neg,-0.373923697,0.969,0.997,2.40E-34,NA,NA,NA,NA
T cells,DC,RPS27A,TGFBR2,0.036466507,0.02,2598,RPS27A - TGFBR2,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,NA,NA,NA,NA
T cells,Ciliated,RPS27A,TGFBR2,0.037879315,0.04,2598,RPS27A - TGFBR2,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,-0.123779762,0.227,0.408,0.008916272
T cells,Ciliated,RPS27A,TLR4,0.028934642,0,2599,RPS27A - TLR4,other,other,other,Neg,-0.273515866,0.933,0.963,9.02E-45,-0.235743065,0.045,0.283,1.22E-05
DC,Ciliated,RPS27A,TLR4,0.02626742,0.01,2599,RPS27A - TLR4,other,other,other,Neg,-0.373923697,0.969,0.997,2.40E-34,-0.235743065,0.045,0.283,1.22E-05
Prolif.T,Macrophages,S100A8,TLR4,0.005759681,0,2626,S100A8 - TLR4,other,other,other,Neg,-0.729893013,0.114,0.6,2.98E-33,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Ciliated,S100A8,TLR4,0.00674405,0.01,2626,S100A8 - TLR4,other,other,other,Neg,-0.729893013,0.114,0.6,2.98E-33,-0.235743065,0.045,0.283,1.22E-05
Prolif.T,Macrophages,S100A9,TLR4,0.009981247,0,2627,S100A9 - TLR4,other,other,other,Neg,-1.211132038,0.138,0.812,2.72E-55,0.30380965,0.311,0.275,1.84E-28
Ciliated,Macrophages,S100A9,TLR4,0.010068677,0,2627,S100A9 - TLR4,other,other,other,Neg,-0.814424231,0.159,0.874,1.72E-22,0.30380965,0.311,0.275,1.84E-28
Prolif.T,Ciliated,S100A9,TLR4,0.011678634,0.04,2627,S100A9 - TLR4,other,other,other,Neg,-1.211132038,0.138,0.812,2.72E-55,-0.235743065,0.045,0.283,1.22E-05
Ciliated,Ciliated,S100A9,TLR4,0.011780756,0.01,2627,S100A9 - TLR4,other,other,other,Neg,-0.814424231,0.159,0.874,1.72E-22,-0.235743065,0.045,0.283,1.22E-05
Prolif.T,Prolif.T,SEMA3C,NRP1,0.000564601,0,2664,SEMA3C - NRP1,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,-0.290181771,0.016,0.3,3.14E-40
Prolif.T,Aveolar cells,SEMA3C,NRP1,0.000963634,0,2664,SEMA3C - NRP1,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,-0.353716089,0.07,0.375,0.002806448
Prolif.T,Prolif.T,SEMA3C,NRP2,0.000445614,0,2665,SEMA3C - NRP2,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,-0.315717053,0.032,0.275,1.36E-22
Prolif.T,Aveolar cells,SEMA3C,NRP2,0.000793434,0,2665,SEMA3C - NRP2,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,NA,NA,NA,NA
Prolif.T,Prolif.T,SEMA3C,PLXND1,0.000437844,0,2666,SEMA3C - PLXND1,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,-0.254527622,0.029,0.275,4.87E-24
Prolif.T,Aveolar cells,SEMA3C,PLXND1,0.000262046,0,2666,SEMA3C - PLXND1,other,other,other,Neg,-0.21025367,0.008,0.3,3.22E-51,-0.291396228,0.063,0.25,0.04162043
Macrophages,Macrophages,SERPINA1,LRP1,0.143625776,0,2696,SERPINA1 - LRP1,other,other,other,Neg,-0.60791936,0.821,0.992,0,NA,NA,NA,NA
Prolif.T,Macrophages,SERPINA1,LRP1,0.145438156,0,2696,SERPINA1 - LRP1,other,other,other,Neg,-2.686196949,0.112,0.95,2.35E-100,NA,NA,NA,NA
Ciliated,Macrophages,SERPINA1,LRP1,0.145541027,0,2696,SERPINA1 - LRP1,other,other,other,Neg,-2.167187263,0.261,0.991,1.48E-39,NA,NA,NA,NA
Aveolar cells,Macrophages,SERPINA1,LRP1,0.13235414,0,2696,SERPINA1 - LRP1,other,other,other,Neg,-0.968702197,0.469,1,0.000119863,NA,NA,NA,NA
Macrophages,Ciliated,SERPINA1,LRP1,0.143882578,0.03,2696,SERPINA1 - LRP1,other,other,other,Neg,-0.60791936,0.821,0.992,0,-0.924750868,0.216,0.83,8.77E-22
Prolif.T,Ciliated,SERPINA1,LRP1,0.145697646,0.02,2696,SERPINA1 - LRP1,other,other,other,Neg,-2.686196949,0.112,0.95,2.35E-100,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Ciliated,SERPINA1,LRP1,0.145800669,0.02,2696,SERPINA1 - LRP1,other,other,other,Neg,-2.167187263,0.261,0.991,1.48E-39,-0.924750868,0.216,0.83,8.77E-22
Macrophages,Macrophages,SERPING1,LRP1,0.096080707,0,2707,SERPING1 - LRP1,other,other,other,Neg,-0.434481949,0.631,0.863,0,NA,NA,NA,NA
Ciliated,Macrophages,SERPING1,LRP1,0.106143103,0,2707,SERPING1 - LRP1,other,other,other,Neg,-1.74777848,0.261,0.924,3.48E-32,NA,NA,NA,NA
Aveolar cells,Macrophages,SERPING1,LRP1,0.105084041,0.01,2707,SERPING1 - LRP1,other,other,other,Neg,-1.442661963,0.301,1,2.05E-06,NA,NA,NA,NA
Macrophages,Ciliated,SERPING1,LRP1,0.096262054,0,2707,SERPING1 - LRP1,other,other,other,Neg,-0.434481949,0.631,0.863,0,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Ciliated,SERPING1,LRP1,0.106341208,0,2707,SERPING1 - LRP1,other,other,other,Neg,-1.74777848,0.261,0.924,3.48E-32,-0.924750868,0.216,0.83,8.77E-22
Aveolar cells,Ciliated,SERPING1,LRP1,0.105280402,0.04,2707,SERPING1 - LRP1,other,other,other,Neg,-1.442661963,0.301,1,2.05E-06,-0.924750868,0.216,0.83,8.77E-22
Ciliated,Macrophages,TGFB1,ACVRL1,0.0054846,0,2805,TGFB1 - ACVRL1,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.101356942,0.134,0.291,4.37E-154
Prolif.T,Ciliated,TGFB1,ACVRL1,0.006479305,0.01,2805,TGFB1 - ACVRL1,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,-0.31118216,0.057,0.309,6.36E-06
Ciliated,Ciliated,TGFB1,ACVRL1,0.007191391,0,2805,TGFB1 - ACVRL1,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.31118216,0.057,0.309,6.36E-06
Aveolar cells,Ciliated,TGFB1,ACVRL1,0.00923175,0.02,2805,TGFB1 - ACVRL1,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,-0.31118216,0.057,0.309,6.36E-06
Prolif.T,Aveolar cells,TGFB1,CD109,0.006471527,0.01,2807,TGFB1 - CD109,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,-0.39188026,0.007,0.375,2.69E-10
Ciliated,Aveolar cells,TGFB1,CD109,0.007182765,0,2807,TGFB1 - CD109,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.39188026,0.007,0.375,2.69E-10
Aveolar cells,Aveolar cells,TGFB1,CD109,0.009220699,0,2807,TGFB1 - CD109,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,-0.39188026,0.007,0.375,2.69E-10
Ciliated,T cells,TGFB1,CXCR4,0.017495413,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,0.379389865,0.468,0.333,9.18E-14
Aveolar cells,T cells,TGFB1,CXCR4,0.022393312,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,0.379389865,0.468,0.333,9.18E-14
Prolif.T,DC,TGFB1,CXCR4,0.024988502,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,-0.573173029,0.309,0.568,8.42E-21
Ciliated,DC,TGFB1,CXCR4,0.02767811,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.573173029,0.309,0.568,8.42E-21
Aveolar cells,DC,TGFB1,CXCR4,0.035324198,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,-0.573173029,0.309,0.568,8.42E-21
Prolif.T,Prolif.T,TGFB1,CXCR4,0.005847663,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,NA,NA,NA,NA
Ciliated,Prolif.T,TGFB1,CXCR4,0.006490784,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,NA,NA,NA,NA
Aveolar cells,Prolif.T,TGFB1,CXCR4,0.008334033,0,2808,TGFB1 - CXCR4,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,NA,NA,NA,NA
Ciliated,Macrophages,TGFB1,ENG,0.015308088,0,2809,TGFB1 - ENG,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,0.420469101,0.487,0.501,1.80E-44
Aveolar cells,Macrophages,TGFB1,ENG,0.019605858,0,2809,TGFB1 - ENG,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,0.420469101,0.487,0.501,1.80E-44
Ciliated,Prolif.T,TGFB1,ITGB1,0.032804901,0,2811,TGFB1 - ITGB1,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.225799727,0.591,0.75,6.44E-05
Prolif.T,DC,TGFB1,TGFBR1,0.005049107,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,NA,NA,NA,NA
Ciliated,DC,TGFB1,TGFBR1,0.005604899,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,NA,NA,NA,NA
Aveolar cells,DC,TGFB1,TGFBR1,0.007198398,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,NA,NA,NA,NA
Prolif.T,Prolif.T,TGFB1,TGFBR1,0.000607363,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.249651046,0.545,0.675,0.000401312,-0.153973664,0.066,0.25,3.99E-09
Ciliated,Prolif.T,TGFB1,TGFBR1,0.000674551,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.696596272,0.08,0.646,3.81E-16,-0.153973664,0.066,0.25,3.99E-09
Aveolar cells,Prolif.T,TGFB1,TGFBR1,0.000867552,0,2818,TGFB1 - TGFBR1,other,other,other,Neg,-0.968884635,0.126,0.75,6.37E-07,-0.153973664,0.066,0.25,3.99E-09
Prolif.T,DC,TGM2,ITGA4,0.003420014,0,2836,TGM2 - ITGA4,other,other,other,Neg,-0.373808298,0.021,0.288,5.39E-32,0.109853142,0.582,0.517,0.060516145
